Set,Run #1,Run #1,Run #1,Run #1
angle (deg),Date and Time,Time (s),Light Intensity (% of scale max),Relative Intensity
,11/06/2018 04:03:45 pm,598.500,0.1,0.11
,11/06/2018 04:03:45 pm,598.550,0.1,0.10
,11/06/2018 04:03:45 pm,598.600,0.1,0.11
,11/06/2018 04:03:45 pm,598.650,0.1,0.10
,11/06/2018 04:03:45 pm,598.700,0.1,0.10
,11/06/2018 04:03:45 pm,598.750,0.1,0.10
,11/06/2018 04:03:45 pm,598.800,0.1,0.10
,11/06/2018 04:03:45 pm,598.850,0.1,0.11
,11/06/2018 04:03:45 pm,598.900,0.1,0.11
,11/06/2018 04:03:45 pm,598.950,0.1,0.11
,11/06/2018 04:03:46 pm,599.000,0.1,0.11
,11/06/2018 04:03:46 pm,599.050,0.1,0.10
,11/06/2018 04:03:46 pm,599.100,0.1,0.10
,11/06/2018 04:03:46 pm,599.150,0.1,0.11
,11/06/2018 04:03:46 pm,599.200,0.1,0.10
,11/06/2018 04:03:46 pm,599.250,0.1,0.11
,11/06/2018 04:03:46 pm,599.300,0.1,0.10
,11/06/2018 04:03:46 pm,599.350,0.1,0.11
,11/06/2018 04:03:46 pm,599.400,0.1,0.11
,11/06/2018 04:03:46 pm,599.450,0.1,0.11
,11/06/2018 04:03:46 pm,599.500,0.1,0.11
,11/06/2018 04:03:46 pm,599.550,0.1,0.11
,11/06/2018 04:03:46 pm,599.600,0.1,0.10
,11/06/2018 04:03:46 pm,599.650,0.1,0.11
,11/06/2018 04:03:46 pm,599.700,0.1,0.10
,11/06/2018 04:03:46 pm,599.750,0.1,0.11
,11/06/2018 04:03:46 pm,599.800,0.1,0.11
,11/06/2018 04:03:46 pm,599.850,0.1,0.11
,11/06/2018 04:03:46 pm,599.900,0.1,0.11
,11/06/2018 04:03:46 pm,599.950,0.1,0.11
,11/06/2018 04:03:47 pm,600.000,0.1,0.10
,11/06/2018 04:03:47 pm,600.050,0.1,0.11
,11/06/2018 04:03:47 pm,600.100,0.1,0.11
,11/06/2018 04:03:47 pm,600.150,0.1,0.11
,11/06/2018 04:03:47 pm,600.200,0.1,0.11
,11/06/2018 04:03:47 pm,600.250,0.1,0.11
,11/06/2018 04:03:47 pm,600.300,0.1,0.11
,11/06/2018 04:03:47 pm,600.350,0.1,0.11
,11/06/2018 04:03:47 pm,600.400,0.1,0.11
,11/06/2018 04:03:47 pm,600.450,0.1,0.11
,11/06/2018 04:03:47 pm,600.500,0.1,0.11
,11/06/2018 04:03:47 pm,600.550,0.1,0.11
,11/06/2018 04:03:47 pm,600.600,0.1,0.11
,11/06/2018 04:03:47 pm,600.650,0.1,0.11
,11/06/2018 04:03:47 pm,600.700,0.1,0.11
,11/06/2018 04:03:47 pm,600.750,0.1,0.10
,11/06/2018 04:03:47 pm,600.800,0.1,0.11
,11/06/2018 04:03:47 pm,600.850,0.1,0.11
,11/06/2018 04:03:47 pm,600.900,0.1,0.11
,11/06/2018 04:03:47 pm,600.950,0.1,0.11
,11/06/2018 04:03:48 pm,601.000,0.1,0.11
,11/06/2018 04:03:48 pm,601.050,0.1,0.10
,11/06/2018 04:03:48 pm,601.100,0.1,0.11
,11/06/2018 04:03:48 pm,601.150,0.1,0.10
,11/06/2018 04:03:48 pm,601.200,0.1,0.11
,11/06/2018 04:03:48 pm,601.250,0.1,0.11
,11/06/2018 04:03:48 pm,601.300,0.1,0.10
,11/06/2018 04:03:48 pm,601.350,0.1,0.11
,11/06/2018 04:03:48 pm,601.400,0.1,0.11
,11/06/2018 04:03:48 pm,601.450,0.1,0.10
,11/06/2018 04:03:48 pm,601.500,0.1,0.11
,11/06/2018 04:03:48 pm,601.550,0.1,0.10
,11/06/2018 04:03:48 pm,601.600,0.1,0.10
,11/06/2018 04:03:48 pm,601.650,0.1,0.10
,11/06/2018 04:03:48 pm,601.700,0.1,0.10
,11/06/2018 04:03:48 pm,601.750,0.1,0.11
,11/06/2018 04:03:48 pm,601.800,0.1,0.11
,11/06/2018 04:03:48 pm,601.850,0.1,0.10
,11/06/2018 04:03:48 pm,601.900,0.1,0.11
,11/06/2018 04:03:48 pm,601.950,0.1,0.10
,11/06/2018 04:03:49 pm,602.000,0.1,0.10
,11/06/2018 04:03:49 pm,602.050,0.1,0.11
,11/06/2018 04:03:49 pm,602.100,0.1,0.10
,11/06/2018 04:03:49 pm,602.150,0.1,0.11
,11/06/2018 04:03:49 pm,602.200,0.1,0.10
,11/06/2018 04:03:49 pm,602.250,0.1,0.10
,11/06/2018 04:03:49 pm,602.300,0.1,0.11
,11/06/2018 04:03:49 pm,602.350,0.1,0.11
,11/06/2018 04:03:49 pm,602.400,0.1,0.11
,11/06/2018 04:03:49 pm,602.450,0.1,0.11
,11/06/2018 04:03:49 pm,602.500,0.1,0.10
,11/06/2018 04:03:49 pm,602.550,0.1,0.11
,11/06/2018 04:03:49 pm,602.600,0.1,0.10
,11/06/2018 04:03:49 pm,602.650,0.1,0.10
,11/06/2018 04:03:49 pm,602.700,0.1,0.11
,11/06/2018 04:03:49 pm,602.750,0.1,0.10
,11/06/2018 04:03:49 pm,602.800,0.1,0.11
,11/06/2018 04:03:49 pm,602.850,0.1,0.11
,11/06/2018 04:03:49 pm,602.900,0.1,0.10
,11/06/2018 04:03:49 pm,602.950,0.1,0.11
,11/06/2018 04:03:50 pm,603.000,0.1,0.10
,11/06/2018 04:03:50 pm,603.050,0.1,0.10
,11/06/2018 04:03:50 pm,603.100,0.1,0.10
,11/06/2018 04:03:50 pm,603.150,0.1,0.10
,11/06/2018 04:03:50 pm,603.200,0.1,0.11
,11/06/2018 04:03:50 pm,603.250,0.1,0.11
,11/06/2018 04:03:50 pm,603.300,0.1,0.10
,11/06/2018 04:03:50 pm,603.350,0.1,0.11
,11/06/2018 04:03:50 pm,603.400,0.1,0.11
,11/06/2018 04:03:50 pm,603.450,0.1,0.10
,11/06/2018 04:03:50 pm,603.500,0.1,0.11
,11/06/2018 04:03:50 pm,603.550,0.1,0.10
,11/06/2018 04:03:50 pm,603.600,0.1,0.11
,11/06/2018 04:03:50 pm,603.650,0.1,0.10
,11/06/2018 04:03:50 pm,603.700,0.1,0.10
,11/06/2018 04:03:50 pm,603.750,0.1,0.11
,11/06/2018 04:03:50 pm,603.800,0.1,0.11
,11/06/2018 04:03:50 pm,603.850,0.1,0.11
,11/06/2018 04:03:50 pm,603.900,0.1,0.11
,11/06/2018 04:03:50 pm,603.950,0.1,0.11
,11/06/2018 04:03:51 pm,604.000,0.1,0.11
,11/06/2018 04:03:51 pm,604.050,0.1,0.11
,11/06/2018 04:03:51 pm,604.100,0.1,0.11
,11/06/2018 04:03:51 pm,604.150,0.1,0.11
,11/06/2018 04:03:51 pm,604.200,0.1,0.10
,11/06/2018 04:03:51 pm,604.250,0.1,0.11
,11/06/2018 04:03:51 pm,604.300,0.1,0.11
,11/06/2018 04:03:51 pm,604.350,0.1,0.10
,11/06/2018 04:03:51 pm,604.400,0.1,0.11
,11/06/2018 04:03:51 pm,604.450,0.1,0.10
,11/06/2018 04:03:51 pm,604.500,0.1,0.10
,11/06/2018 04:03:51 pm,604.550,0.1,0.10
,11/06/2018 04:03:51 pm,604.600,0.1,0.10
,11/06/2018 04:03:51 pm,604.650,0.1,0.11
,11/06/2018 04:03:51 pm,604.700,0.1,0.11
,11/06/2018 04:03:51 pm,604.750,0.1,0.11
,11/06/2018 04:03:51 pm,604.800,0.1,0.11
,11/06/2018 04:03:51 pm,604.850,0.1,0.11
,11/06/2018 04:03:51 pm,604.900,0.1,0.10
,11/06/2018 04:03:51 pm,604.950,0.1,0.08
,11/06/2018 04:03:52 pm,605.000,0.1,0.07
,11/06/2018 04:03:52 pm,605.050,0.1,0.07
,11/06/2018 04:03:52 pm,605.100,0.1,0.06
,11/06/2018 04:03:52 pm,605.150,0.1,0.08
,11/06/2018 04:03:52 pm,605.200,0.1,0.08
,11/06/2018 04:03:52 pm,605.250,0.1,0.09
,11/06/2018 04:03:52 pm,605.300,0.1,0.11
,11/06/2018 04:03:52 pm,605.350,0.1,0.11
,11/06/2018 04:03:52 pm,605.400,0.1,0.11
,11/06/2018 04:03:52 pm,605.450,0.1,0.11
,11/06/2018 04:03:52 pm,605.500,0.1,0.11
,11/06/2018 04:03:52 pm,605.550,0.1,0.11
,11/06/2018 04:03:52 pm,605.600,0.1,0.11
,11/06/2018 04:03:52 pm,605.650,0.1,0.11
,11/06/2018 04:03:52 pm,605.700,0.1,0.13
,11/06/2018 04:03:52 pm,605.750,0.1,0.14
,11/06/2018 04:03:52 pm,605.800,0.2,0.21
,11/06/2018 04:03:52 pm,605.850,0.3,0.29
,11/06/2018 04:03:52 pm,605.900,0.4,0.37
,11/06/2018 04:03:52 pm,605.950,0.5,0.47
,11/06/2018 04:03:53 pm,606.000,0.6,0.56
,11/06/2018 04:03:53 pm,606.050,0.6,0.64
,11/06/2018 04:03:53 pm,606.100,0.6,0.60
,11/06/2018 04:03:53 pm,606.150,0.2,0.24
,11/06/2018 04:03:53 pm,606.200,0.1,0.11
,11/06/2018 04:03:53 pm,606.250,0.4,0.42
,11/06/2018 04:03:53 pm,606.300,0.2,0.24
,11/06/2018 04:03:53 pm,606.350,0.1,0.11
,11/06/2018 04:03:53 pm,606.400,0.1,0.11
,11/06/2018 04:03:53 pm,606.450,0.1,0.11
,11/06/2018 04:03:53 pm,606.500,0.1,0.11
,11/06/2018 04:03:53 pm,606.550,0.1,0.11
,11/06/2018 04:03:53 pm,606.600,0.1,0.11
,11/06/2018 04:03:53 pm,606.650,0.1,0.12
,11/06/2018 04:03:53 pm,606.700,0.1,0.15
,11/06/2018 04:03:53 pm,606.750,0.2,0.17
,11/06/2018 04:03:53 pm,606.800,0.3,0.26
,11/06/2018 04:03:53 pm,606.850,0.9,0.95
,11/06/2018 04:03:53 pm,606.900,0.9,0.95
,11/06/2018 04:03:53 pm,606.950,1.0,0.97
,11/06/2018 04:03:54 pm,607.000,1.0,0.96
,11/06/2018 04:03:54 pm,607.050,0.9,0.94
,11/06/2018 04:03:54 pm,607.100,1.0,1.00
,11/06/2018 04:03:54 pm,607.150,1.0,0.99
,11/06/2018 04:03:54 pm,607.200,0.9,0.93
,11/06/2018 04:03:54 pm,607.250,1.0,0.98
,11/06/2018 04:03:54 pm,607.300,0.9,0.91
,11/06/2018 04:03:54 pm,607.350,0.9,0.89
,11/06/2018 04:03:54 pm,607.400,1.0,0.95
,11/06/2018 04:03:54 pm,607.450,0.9,0.89
,11/06/2018 04:03:54 pm,607.500,0.9,0.88
,11/06/2018 04:03:54 pm,607.550,0.9,0.95
,11/06/2018 04:03:54 pm,607.600,0.9,0.87
,11/06/2018 04:03:54 pm,607.650,0.8,0.83
,11/06/2018 04:03:54 pm,607.700,0.9,0.86
,11/06/2018 04:03:54 pm,607.750,0.8,0.78
,11/06/2018 04:03:54 pm,607.800,0.7,0.71
,11/06/2018 04:03:54 pm,607.850,0.7,0.74
,11/06/2018 04:03:54 pm,607.900,0.7,0.67
,11/06/2018 04:03:54 pm,607.950,0.6,0.64
,11/06/2018 04:03:55 pm,608.000,0.7,0.70
,11/06/2018 04:03:55 pm,608.050,0.7,0.70
,11/06/2018 04:03:55 pm,608.100,0.8,0.75
,11/06/2018 04:03:55 pm,608.150,0.8,0.82
,11/06/2018 04:03:55 pm,608.200,0.8,0.76
,11/06/2018 04:03:55 pm,608.250,0.8,0.76
,11/06/2018 04:03:55 pm,608.300,0.8,0.82
,11/06/2018 04:03:55 pm,608.350,0.8,0.76
,11/06/2018 04:03:55 pm,608.400,0.8,0.76
,11/06/2018 04:03:55 pm,608.450,0.8,0.81
,11/06/2018 04:03:55 pm,608.500,0.8,0.76
,11/06/2018 04:03:55 pm,608.550,0.8,0.75
,11/06/2018 04:03:55 pm,608.600,0.8,0.80
,11/06/2018 04:03:55 pm,608.650,0.8,0.76
,11/06/2018 04:03:55 pm,608.700,0.7,0.71
,11/06/2018 04:03:55 pm,608.750,0.7,0.71
,11/06/2018 04:03:55 pm,608.800,0.7,0.66
,11/06/2018 04:03:55 pm,608.850,0.5,0.54
,11/06/2018 04:03:55 pm,608.900,0.5,0.53
,11/06/2018 04:03:55 pm,608.950,0.5,0.52
,11/06/2018 04:03:56 pm,609.000,0.5,0.48
,11/06/2018 04:03:56 pm,609.050,0.2,0.23
,11/06/2018 04:03:56 pm,609.100,0.1,0.12
,11/06/2018 04:03:56 pm,609.150,0.1,0.11
,11/06/2018 04:03:56 pm,609.200,0.1,0.11
,11/06/2018 04:03:56 pm,609.250,0.1,0.11
,11/06/2018 04:03:56 pm,609.300,0.1,0.10
,11/06/2018 04:03:56 pm,609.350,0.1,0.10
,11/06/2018 04:03:56 pm,609.400,0.1,0.10
,11/06/2018 04:03:56 pm,609.450,0.2,0.22
,11/06/2018 04:03:56 pm,609.500,0.1,0.14
,11/06/2018 04:03:56 pm,609.550,0.1,0.14
,11/06/2018 04:03:56 pm,609.600,0.1,0.14
,11/06/2018 04:03:56 pm,609.650,0.1,0.15
,11/06/2018 04:03:56 pm,609.700,0.1,0.14
,11/06/2018 04:03:56 pm,609.750,0.2,0.15
,11/06/2018 04:03:56 pm,609.800,0.4,0.42
,11/06/2018 04:03:56 pm,609.850,0.3,0.29
,11/06/2018 04:03:56 pm,609.900,0.2,0.16
,11/06/2018 04:03:56 pm,609.950,0.2,0.19
,11/06/2018 04:03:57 pm,610.000,0.2,0.17
,11/06/2018 04:03:57 pm,610.050,0.2,0.18
,11/06/2018 04:03:57 pm,610.100,0.2,0.18
,11/06/2018 04:03:57 pm,610.150,0.2,0.18
,11/06/2018 04:03:57 pm,610.200,0.2,0.19
,11/06/2018 04:03:57 pm,610.250,0.2,0.18
,11/06/2018 04:03:57 pm,610.300,0.2,0.18
,11/06/2018 04:03:57 pm,610.350,0.2,0.18
,11/06/2018 04:03:57 pm,610.400,0.4,0.37
,11/06/2018 04:03:57 pm,610.450,0.4,0.44
,11/06/2018 04:03:57 pm,610.500,0.5,0.53
,11/06/2018 04:03:57 pm,610.550,1.0,1.03
,11/06/2018 04:03:57 pm,610.600,1.3,1.34
,11/06/2018 04:03:57 pm,610.650,2.0,2.02
,11/06/2018 04:03:57 pm,610.700,2.6,2.62
,11/06/2018 04:03:57 pm,610.750,2.6,2.58
,11/06/2018 04:03:57 pm,610.800,0.3,0.33
,11/06/2018 04:03:57 pm,610.850,0.2,0.21
,11/06/2018 04:03:57 pm,610.900,0.2,0.23
,11/06/2018 04:03:57 pm,610.950,0.3,0.28
,11/06/2018 04:03:58 pm,611.000,0.3,0.31
,11/06/2018 04:03:58 pm,611.050,0.4,0.36
,11/06/2018 04:03:58 pm,611.100,0.4,0.40
,11/06/2018 04:03:58 pm,611.150,0.5,0.51
,11/06/2018 04:03:58 pm,611.200,0.8,0.75
,11/06/2018 04:03:58 pm,611.250,1.0,1.02
,11/06/2018 04:03:58 pm,611.300,1.5,1.50
,11/06/2018 04:03:58 pm,611.350,1.8,1.77
,11/06/2018 04:03:58 pm,611.400,1.8,1.83
,11/06/2018 04:03:58 pm,611.450,0.6,0.60
,11/06/2018 04:03:58 pm,611.500,0.2,0.17
,11/06/2018 04:03:58 pm,611.550,0.1,0.11
,11/06/2018 04:03:58 pm,611.600,0.2,0.19
,11/06/2018 04:03:58 pm,611.650,0.2,0.18
,11/06/2018 04:03:58 pm,611.700,0.2,0.19
,11/06/2018 04:03:58 pm,611.750,0.2,0.19
,11/06/2018 04:03:58 pm,611.800,0.2,0.18
,11/06/2018 04:03:58 pm,611.850,0.2,0.19
,11/06/2018 04:03:58 pm,611.900,0.2,0.18
,11/06/2018 04:03:58 pm,611.950,0.2,0.19
,11/06/2018 04:03:59 pm,612.000,0.2,0.15
,11/06/2018 04:03:59 pm,612.050,0.4,0.38
,11/06/2018 04:03:59 pm,612.100,0.8,0.84
,11/06/2018 04:03:59 pm,612.150,0.4,0.40
,11/06/2018 04:03:59 pm,612.200,1.1,1.15
,11/06/2018 04:03:59 pm,612.250,2.0,2.01
,11/06/2018 04:03:59 pm,612.300,1.0,0.96
,11/06/2018 04:03:59 pm,612.350,0.3,0.26
,11/06/2018 04:03:59 pm,612.400,0.2,0.21
,11/06/2018 04:03:59 pm,612.450,0.2,0.25
,11/06/2018 04:03:59 pm,612.500,0.2,0.23
,11/06/2018 04:03:59 pm,612.550,0.2,0.24
,11/06/2018 04:03:59 pm,612.600,0.2,0.23
,11/06/2018 04:03:59 pm,612.650,0.2,0.23
,11/06/2018 04:03:59 pm,612.700,0.2,0.24
,11/06/2018 04:03:59 pm,612.750,0.2,0.23
,11/06/2018 04:03:59 pm,612.800,0.2,0.23
,11/06/2018 04:03:59 pm,612.850,0.2,0.22
,11/06/2018 04:03:59 pm,612.900,0.2,0.23
,11/06/2018 04:03:59 pm,612.950,0.2,0.21
,11/06/2018 04:04:00 pm,613.000,0.4,0.38
,11/06/2018 04:04:00 pm,613.050,3.3,3.26
,11/06/2018 04:04:00 pm,613.100,3.9,3.94
,11/06/2018 04:04:00 pm,613.150,3.5,3.54
,11/06/2018 04:04:00 pm,613.200,2.9,2.87
,11/06/2018 04:04:00 pm,613.250,0.6,0.65
,11/06/2018 04:04:00 pm,613.300,0.3,0.28
,11/06/2018 04:04:00 pm,613.350,0.2,0.22
,11/06/2018 04:04:00 pm,613.400,0.2,0.21
,11/06/2018 04:04:00 pm,613.450,0.2,0.20
,11/06/2018 04:04:00 pm,613.500,0.2,0.20
,11/06/2018 04:04:00 pm,613.550,0.2,0.20
,11/06/2018 04:04:00 pm,613.600,0.2,0.20
,11/06/2018 04:04:00 pm,613.650,0.2,0.21
,11/06/2018 04:04:00 pm,613.700,0.2,0.20
,11/06/2018 04:04:00 pm,613.750,0.2,0.21
,11/06/2018 04:04:00 pm,613.800,0.2,0.20
,11/06/2018 04:04:00 pm,613.850,0.2,0.21
,11/06/2018 04:04:00 pm,613.900,0.2,0.20
,11/06/2018 04:04:00 pm,613.950,0.2,0.21
,11/06/2018 04:04:01 pm,614.000,0.2,0.19
,11/06/2018 04:04:01 pm,614.050,0.2,0.17
,11/06/2018 04:04:01 pm,614.100,0.1,0.15
,11/06/2018 04:04:01 pm,614.150,0.1,0.13
,11/06/2018 04:04:01 pm,614.200,0.1,0.12
,11/06/2018 04:04:01 pm,614.250,0.1,0.13
,11/06/2018 04:04:01 pm,614.300,0.2,0.16
,11/06/2018 04:04:01 pm,614.350,0.2,0.19
,11/06/2018 04:04:01 pm,614.400,0.2,0.19
,11/06/2018 04:04:01 pm,614.450,0.2,0.20
,11/06/2018 04:04:01 pm,614.500,0.2,0.19
,11/06/2018 04:04:01 pm,614.550,0.2,0.20
,11/06/2018 04:04:01 pm,614.600,0.2,0.20
,11/06/2018 04:04:01 pm,614.650,0.2,0.21
,11/06/2018 04:04:01 pm,614.700,0.2,0.20
,11/06/2018 04:04:01 pm,614.750,0.2,0.21
,11/06/2018 04:04:01 pm,614.800,0.2,0.20
,11/06/2018 04:04:01 pm,614.850,0.2,0.20
,11/06/2018 04:04:01 pm,614.900,0.2,0.20
,11/06/2018 04:04:01 pm,614.950,0.2,0.21
,11/06/2018 04:04:02 pm,615.000,0.2,0.20
,11/06/2018 04:04:02 pm,615.050,0.2,0.19
,11/06/2018 04:04:02 pm,615.100,0.2,0.20
,11/06/2018 04:04:02 pm,615.150,0.2,0.20
,11/06/2018 04:04:02 pm,615.200,0.2,0.21
,11/06/2018 04:04:02 pm,615.250,0.2,0.20
,11/06/2018 04:04:02 pm,615.300,0.2,0.20
,11/06/2018 04:04:02 pm,615.350,0.2,0.19
,11/06/2018 04:04:02 pm,615.400,0.2,0.20
,11/06/2018 04:04:02 pm,615.450,0.2,0.20
,11/06/2018 04:04:02 pm,615.500,0.2,0.20
,11/06/2018 04:04:02 pm,615.550,0.2,0.20
,11/06/2018 04:04:02 pm,615.600,0.2,0.20
,11/06/2018 04:04:02 pm,615.650,0.2,0.19
,11/06/2018 04:04:02 pm,615.700,0.2,0.20
,11/06/2018 04:04:02 pm,615.750,0.2,0.20
,11/06/2018 04:04:02 pm,615.800,0.2,0.21
,11/06/2018 04:04:02 pm,615.850,0.2,0.20
,11/06/2018 04:04:02 pm,615.900,0.2,0.19
,11/06/2018 04:04:02 pm,615.950,0.2,0.19
,11/06/2018 04:04:03 pm,616.000,0.2,0.20
,11/06/2018 04:04:03 pm,616.050,0.2,0.21
,11/06/2018 04:04:03 pm,616.100,0.2,0.19
,11/06/2018 04:04:03 pm,616.150,0.2,0.20
,11/06/2018 04:04:03 pm,616.200,0.2,0.19
,11/06/2018 04:04:03 pm,616.250,0.2,0.20
,11/06/2018 04:04:03 pm,616.300,0.2,0.20
,11/06/2018 04:04:03 pm,616.350,0.2,0.20
,11/06/2018 04:04:03 pm,616.400,0.2,0.20
,11/06/2018 04:04:03 pm,616.450,0.2,0.20
,11/06/2018 04:04:03 pm,616.500,0.2,0.19
,11/06/2018 04:04:03 pm,616.550,0.2,0.20
,11/06/2018 04:04:03 pm,616.600,0.2,0.20
,11/06/2018 04:04:03 pm,616.650,0.2,0.21
,11/06/2018 04:04:03 pm,616.700,0.2,0.20
,11/06/2018 04:04:03 pm,616.750,0.2,0.19
,11/06/2018 04:04:03 pm,616.800,0.2,0.19
,11/06/2018 04:04:03 pm,616.850,0.2,0.20
,11/06/2018 04:04:03 pm,616.900,0.2,0.21
,11/06/2018 04:04:03 pm,616.950,0.2,0.20
,11/06/2018 04:04:04 pm,617.000,0.2,0.20
,11/06/2018 04:04:04 pm,617.050,0.2,0.19
,11/06/2018 04:04:04 pm,617.100,0.2,0.19
,11/06/2018 04:04:04 pm,617.150,0.2,0.19
,11/06/2018 04:04:04 pm,617.200,0.2,0.19
,11/06/2018 04:04:04 pm,617.250,0.2,0.19
,11/06/2018 04:04:04 pm,617.300,0.2,0.19
,11/06/2018 04:04:04 pm,617.350,0.2,0.19
,11/06/2018 04:04:04 pm,617.400,0.2,0.19
,11/06/2018 04:04:04 pm,617.450,0.2,0.19
,11/06/2018 04:04:04 pm,617.500,0.2,0.19
,11/06/2018 04:04:04 pm,617.550,0.2,0.19
,11/06/2018 04:04:04 pm,617.600,0.2,0.19
,11/06/2018 04:04:04 pm,617.650,0.2,0.19
,11/06/2018 04:04:04 pm,617.700,0.2,0.18
,11/06/2018 04:04:04 pm,617.750,0.2,0.19
,11/06/2018 04:04:04 pm,617.800,0.2,0.19
,11/06/2018 04:04:04 pm,617.850,0.2,0.20
,11/06/2018 04:04:04 pm,617.900,0.2,0.19
,11/06/2018 04:04:04 pm,617.950,0.2,0.19
,11/06/2018 04:04:05 pm,618.000,0.2,0.19
,11/06/2018 04:04:05 pm,618.050,0.2,0.19
,11/06/2018 04:04:05 pm,618.100,0.2,0.20
,11/06/2018 04:04:05 pm,618.150,0.2,0.19
,11/06/2018 04:04:05 pm,618.200,0.2,0.19
,11/06/2018 04:04:05 pm,618.250,0.2,0.19
,11/06/2018 04:04:05 pm,618.300,0.2,0.20
,11/06/2018 04:04:05 pm,618.350,0.2,0.19
,11/06/2018 04:04:05 pm,618.400,0.2,0.20
,11/06/2018 04:04:05 pm,618.450,0.2,0.19
,11/06/2018 04:04:05 pm,618.500,0.2,0.20
,11/06/2018 04:04:05 pm,618.550,0.2,0.19
,11/06/2018 04:04:05 pm,618.600,0.2,0.19
,11/06/2018 04:04:05 pm,618.650,0.2,0.20
,11/06/2018 04:04:05 pm,618.700,0.2,0.20
,11/06/2018 04:04:05 pm,618.750,0.2,0.20
,11/06/2018 04:04:05 pm,618.800,0.2,0.19
,11/06/2018 04:04:05 pm,618.850,0.2,0.19
,11/06/2018 04:04:05 pm,618.900,0.2,0.19
,11/06/2018 04:04:05 pm,618.950,0.2,0.20
,11/06/2018 04:04:06 pm,619.000,0.2,0.19
,11/06/2018 04:04:06 pm,619.050,0.2,0.20
,11/06/2018 04:04:06 pm,619.100,0.2,0.19
,11/06/2018 04:04:06 pm,619.150,0.2,0.19
,11/06/2018 04:04:06 pm,619.200,0.2,0.19
,11/06/2018 04:04:06 pm,619.250,0.2,0.20
,11/06/2018 04:04:06 pm,619.300,0.2,0.20
,11/06/2018 04:04:06 pm,619.350,0.2,0.20
,11/06/2018 04:04:06 pm,619.400,0.2,0.19
,11/06/2018 04:04:06 pm,619.450,0.2,0.19
,11/06/2018 04:04:06 pm,619.500,0.2,0.20
,11/06/2018 04:04:06 pm,619.550,0.2,0.20
,11/06/2018 04:04:06 pm,619.600,0.2,0.20
,11/06/2018 04:04:06 pm,619.650,0.2,0.19
,11/06/2018 04:04:06 pm,619.700,0.2,0.20
,11/06/2018 04:04:06 pm,619.750,0.2,0.19
,11/06/2018 04:04:06 pm,619.800,0.2,0.20
,11/06/2018 04:04:06 pm,619.850,0.2,0.20
,11/06/2018 04:04:06 pm,619.900,0.2,0.20
,11/06/2018 04:04:06 pm,619.950,0.2,0.20
,11/06/2018 04:04:07 pm,620.000,0.2,0.20
,11/06/2018 04:04:07 pm,620.050,0.2,0.19
,11/06/2018 04:04:07 pm,620.100,0.2,0.20
,11/06/2018 04:04:07 pm,620.150,0.2,0.20
,11/06/2018 04:04:07 pm,620.200,0.2,0.20
,11/06/2018 04:04:07 pm,620.250,0.2,0.20
,11/06/2018 04:04:07 pm,620.300,0.2,0.19
,11/06/2018 04:04:07 pm,620.350,0.2,0.20
,11/06/2018 04:04:07 pm,620.400,0.2,0.19
,11/06/2018 04:04:07 pm,620.450,0.2,0.20
,11/06/2018 04:04:07 pm,620.500,0.2,0.19
,11/06/2018 04:04:07 pm,620.550,0.2,0.20
,11/06/2018 04:04:07 pm,620.600,0.2,0.19
,11/06/2018 04:04:07 pm,620.650,0.2,0.19
,11/06/2018 04:04:07 pm,620.700,0.2,0.20
,11/06/2018 04:04:07 pm,620.750,0.2,0.20
,11/06/2018 04:04:07 pm,620.800,0.2,0.19
,11/06/2018 04:04:07 pm,620.850,0.2,0.19
,11/06/2018 04:04:07 pm,620.900,0.2,0.19
,11/06/2018 04:04:07 pm,620.950,0.2,0.19
,11/06/2018 04:04:08 pm,621.000,0.2,0.20
,11/06/2018 04:04:08 pm,621.050,0.2,0.19
,11/06/2018 04:04:08 pm,621.100,0.2,0.20
,11/06/2018 04:04:08 pm,621.150,0.2,0.19
,11/06/2018 04:04:08 pm,621.200,0.2,0.19
,11/06/2018 04:04:08 pm,621.250,0.2,0.19
,11/06/2018 04:04:08 pm,621.300,0.2,0.20
,11/06/2018 04:04:08 pm,621.350,0.2,0.19
,11/06/2018 04:04:08 pm,621.400,0.2,0.20
,11/06/2018 04:04:08 pm,621.450,0.2,0.19
,11/06/2018 04:04:08 pm,621.500,0.2,0.19
,11/06/2018 04:04:08 pm,621.550,0.2,0.20
,11/06/2018 04:04:08 pm,621.600,0.2,0.19
,11/06/2018 04:04:08 pm,621.650,0.2,0.20
,11/06/2018 04:04:08 pm,621.700,0.2,0.19
,11/06/2018 04:04:08 pm,621.750,0.2,0.19
,11/06/2018 04:04:08 pm,621.800,0.2,0.19
,11/06/2018 04:04:08 pm,621.850,0.2,0.20
,11/06/2018 04:04:08 pm,621.900,0.2,0.19
,11/06/2018 04:04:08 pm,621.950,0.2,0.20
,11/06/2018 04:04:09 pm,622.000,0.2,0.19
,11/06/2018 04:04:09 pm,622.050,0.2,0.19
,11/06/2018 04:04:09 pm,622.100,0.2,0.19
,11/06/2018 04:04:09 pm,622.150,0.2,0.19
,11/06/2018 04:04:09 pm,622.200,0.2,0.20
,11/06/2018 04:04:09 pm,622.250,0.2,0.19
,11/06/2018 04:04:09 pm,622.300,0.2,0.20
,11/06/2018 04:04:09 pm,622.350,0.2,0.19
,11/06/2018 04:04:09 pm,622.400,0.2,0.20
,11/06/2018 04:04:09 pm,622.450,0.2,0.19
